GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Java Analyzer,org.revapi.java,JavaElementDifferenceAnalyzer.new UseSite.Visitor() {...},4,52,1,1,2,4,2,2,1,2
Java Analyzer,org.revapi.java,JavaElementDifferenceAnalyzer,152,1047,46,144,46,221,38,88,1,25
Java Analyzer,org.revapi.java,AnalysisConfiguration,115,235,24,16,21,52,18,18,1,14
Java Analyzer,org.revapi.java,JavaArchiveAnalyzer,56,285,4,38,7,72,6,27,2,10
Java Analyzer,org.revapi.java,Timing,0,4,0,0,0,1,0,1,0,1
Java Analyzer,org.revapi.java,JavaApiAnalyzer,63,1277,16,112,27,279,15,81,0,32
Java Analyzer,org.revapi.java,JavaElementDifferenceAnalyzer.TypeAndUseSite,0,9,0,0,0,4,0,1,0,1
Java Analyzer,org.revapi.java.extract,WarJarExtractor,166,183,27,17,35,46,21,11,2,8
Java Analyzer,org.revapi.java.extract,WarJarExtractor.new FileInputStream() {...},16,0,0,0,4,0,2,0,2,0
Java Analyzer,org.revapi.java.compilation,CompilationValve.new FileVisitor() {...},24,16,2,0,3,6,2,4,1,4
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.TypeRecord,26,36,0,0,5,7,1,1,1,1
Java Analyzer,org.revapi.java.compilation,MarkerAnnotationObject,15,10,0,0,3,3,3,2,3,2
Java Analyzer,org.revapi.java.compilation,ProbingAnnotationProcessor,22,54,3,3,3,18,2,8,0,7
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.Scanner,190,2188,57,207,31,435,50,162,5,74
Java Analyzer,org.revapi.java.compilation,InclusionFilter,4,0,0,0,1,0,1,0,1,0
Java Analyzer,org.revapi.java.compilation,InclusionFilter.new InclusionFilter() {...},9,0,0,0,4,0,4,0,4,0
Java Analyzer,org.revapi.java.compilation,ProbingAnnotationProcessor.new Callable() {...},0,27,0,0,0,4,0,2,0,2
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.Scanner.new SimpleTypeVisitor8() {...},44,38,4,0,7,7,5,7,3,7
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.Scanner.new SimpleTypeVisitor8() {...},0,110,0,8,0,21,0,12,0,8
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.Scanner.new SimpleElementVisitor8() {...},3,11,0,0,1,3,1,3,1,3
Java Analyzer,org.revapi.java.compilation,InheritedUseSite,4,49,3,5,2,10,3,4,0,3
Java Analyzer,org.revapi.java.compilation,ClasspathScanner,15,379,6,34,4,78,6,24,0,10
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.2.new SimpleTypeVisitor8() {...},8,39,0,4,1,8,1,6,1,4
Java Analyzer,org.revapi.java.compilation,CompilationValve,37,56,2,2,9,19,2,5,0,5
Java Analyzer,org.revapi.java.compilation,ClassPathUseSite,6,50,4,4,3,13,4,3,0,3
Java Analyzer,org.revapi.java.compilation,CompilationFuture,107,26,12,2,19,8,11,2,4,2
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.SyntheticLocation,0,21,0,0,0,4,0,3,0,3
Java Analyzer,org.revapi.java.compilation,MissingTypeAwareDelegatingTypes,261,120,27,5,34,18,28,12,12,12
Java Analyzer,org.revapi.java.compilation,ProbingEnvironment.new Archive() {...},13,0,0,0,3,0,3,0,3,0
Java Analyzer,org.revapi.java.compilation,UseSitePath,0,9,0,0,0,4,0,1,0,1
Java Analyzer,org.revapi.java.compilation,ProbingEnvironment,51,139,9,7,8,30,9,17,3,15
Java Analyzer,org.revapi.java.compilation,ArchiveProbeObject,27,22,1,1,8,8,4,4,3,4
Java Analyzer,org.revapi.java.compilation,MissingTypeAwareDelegatingElements,188,29,17,1,33,6,22,3,13,3
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.ArchiveLocation,0,22,0,0,0,6,0,4,0,4
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.new Archive() {...},4,8,0,0,1,2,1,2,1,2
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.new SimpleElementVisitor8() {...},9,47,2,6,1,5,2,6,1,3
Java Analyzer,org.revapi.java.compilation,Compiler.new Comparator() {...},0,12,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.compilation,Compiler,83,383,6,20,14,78,6,16,0,9
Java Analyzer,org.revapi.java.checks.common,MovedInHierarchy,10,116,6,14,0,26,6,8,0,4
Java Analyzer,org.revapi.java.checks.common,VisibilityChanged,2,165,1,35,1,33,1,26,0,8
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new SimpleTypeVisitor7() {...},0,12,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new Comparator() {...},0,13,0,0,0,4,0,2,0,2
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new Comparator() {...},0,13,0,0,0,4,0,2,0,2
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new Comparator() {...},6,13,1,1,1,4,1,2,0,2
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new SimpleTypeVisitor7() {...},39,90,7,6,14,23,9,8,2,5
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.MemberSignature,0,32,0,0,0,10,0,2,0,2
Java Analyzer,org.revapi.java.checks.common,SerializationChecker,125,1151,32,116,33,213,31,67,1,18
Java Analyzer,org.revapi.java.checks.common,ModifierChanged,16,130,8,21,8,28,8,18,0,6
