GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Java Analyzer,org.revapi.java,AnalysisConfiguration.MissingClassReporting,0,34,0,0,0,2,0,1,0,1
Java Analyzer,org.revapi.java,JavaElementDifferenceAnalyzer.new UseSite.Visitor() {...},2,31,0,2,1,4,1,3,1,2
Java Analyzer,org.revapi.java,JavaElementDifferenceAnalyzer.new UseSite.Visitor() {...},4,52,1,1,2,4,2,2,1,2
Java Analyzer,org.revapi.java,JavaElementDifferenceAnalyzer,1199,0,190,0,267,0,126,0,26,0
Java Analyzer,org.revapi.java,AnalysisConfiguration,350,0,40,0,73,0,36,0,15,0
Java Analyzer,org.revapi.java,JavaArchiveAnalyzer,341,0,42,0,79,0,33,0,12,0
Java Analyzer,org.revapi.java,Timing,0,4,0,0,0,1,0,1,0,1
Java Analyzer,org.revapi.java,JavaApiAnalyzer,1340,0,128,0,306,0,96,0,32,0
Java Analyzer,org.revapi.java,JavaElementDifferenceAnalyzer.TypeAndUseSite,0,9,0,0,0,4,0,1,0,1
Java Analyzer,org.revapi.java.extract,WarJarExtractor,349,0,44,0,81,0,32,0,10,0
Java Analyzer,org.revapi.java.extract,WarJarExtractor.new FileInputStream() {...},16,0,0,0,4,0,2,0,2,0
Java Analyzer,org.revapi.java.compilation,CompilationValve.new FileVisitor() {...},24,16,2,0,3,6,2,4,1,4
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.TypeRecord,26,36,0,0,5,7,1,1,1,1
Java Analyzer,org.revapi.java.compilation,MarkerAnnotationObject,15,10,0,0,3,3,3,2,3,2
Java Analyzer,org.revapi.java.compilation,ProbingAnnotationProcessor,76,0,6,0,21,0,10,0,7,0
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.Scanner,2378,0,264,0,466,0,212,0,79,0
Java Analyzer,org.revapi.java.compilation,InclusionFilter,4,0,0,0,1,0,1,0,1,0
Java Analyzer,org.revapi.java.compilation,InclusionFilter.new InclusionFilter() {...},9,0,0,0,4,0,4,0,4,0
Java Analyzer,org.revapi.java.compilation,ProbingAnnotationProcessor.new Callable() {...},0,27,0,0,0,4,0,2,0,2
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.Scanner.new SimpleTypeVisitor8() {...},44,38,4,0,7,7,5,7,3,7
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.Scanner.new SimpleTypeVisitor8() {...},110,0,8,0,21,0,12,0,8,0
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.Scanner.new SimpleElementVisitor8() {...},3,11,0,0,1,3,1,3,1,3
Java Analyzer,org.revapi.java.compilation,InheritedUseSite,4,49,3,5,2,10,3,4,0,3
Java Analyzer,org.revapi.java.compilation,ClasspathScanner,394,0,40,0,82,0,30,0,10,0
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.2.new SimpleTypeVisitor8() {...},47,0,4,0,9,0,7,0,5,0
Java Analyzer,org.revapi.java.compilation,CompilationValve,93,0,4,0,28,0,7,0,5,0
Java Analyzer,org.revapi.java.compilation,ClassPathUseSite,56,0,8,0,16,0,7,0,3,0
Java Analyzer,org.revapi.java.compilation,CompilationFuture,107,26,12,2,19,8,11,2,4,2
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.SyntheticLocation,0,21,0,0,0,4,0,3,0,3
Java Analyzer,org.revapi.java.compilation,MissingTypeAwareDelegatingTypes,381,0,32,0,52,0,40,0,24,0
Java Analyzer,org.revapi.java.compilation,ProbingEnvironment.new Archive() {...},13,0,0,0,3,0,3,0,3,0
Java Analyzer,org.revapi.java.compilation,UseSitePath,0,9,0,0,0,4,0,1,0,1
Java Analyzer,org.revapi.java.compilation,ProbingEnvironment,190,0,16,0,38,0,26,0,18,0
Java Analyzer,org.revapi.java.compilation,ArchiveProbeObject,49,0,2,0,16,0,8,0,7,0
Java Analyzer,org.revapi.java.compilation,MissingTypeAwareDelegatingElements,217,0,18,0,39,0,25,0,16,0
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.ArchiveLocation,0,22,0,0,0,6,0,4,0,4
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.new Archive() {...},4,8,0,0,1,2,1,2,1,2
Java Analyzer,org.revapi.java.compilation,ClasspathScanner.new SimpleElementVisitor8() {...},56,0,8,0,6,0,8,0,4,0
Java Analyzer,org.revapi.java.compilation,Compiler.new Comparator() {...},0,12,0,0,0,2,0,2,0,2
Java Analyzer,org.revapi.java.compilation,Compiler,466,0,26,0,92,0,22,0,9,0
Java Analyzer,org.revapi.java.checks.common,MovedInHierarchy,126,0,20,0,26,0,14,0,4,0
Java Analyzer,org.revapi.java.checks.common,VisibilityChanged,167,0,36,0,34,0,27,0,8,0
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new SimpleTypeVisitor7() {...},12,0,0,0,2,0,2,0,2,0
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new Comparator() {...},13,0,0,0,4,0,2,0,2,0
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new Comparator() {...},13,0,0,0,4,0,2,0,2,0
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new Comparator() {...},19,0,2,0,5,0,3,0,2,0
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.new SimpleTypeVisitor7() {...},129,0,13,0,37,0,17,0,7,0
Java Analyzer,org.revapi.java.checks.common,SerializationChecker.MemberSignature,0,32,0,0,0,10,0,2,0,2
Java Analyzer,org.revapi.java.checks.common,SerializationChecker,1276,0,148,0,246,0,98,0,19,0
Java Analyzer,org.revapi.java.checks.common,ModifierChanged,146,0,29,0,36,0,26,0,6,0
